date,production_units,liters_produced,product_count,product_mix_l,monitored_time_h,operation_time_h,downtime_h,hourly_records,operating_ratio,event_count,median_event_minutes,max_event_minutes,event_duration_sum_minutes,hourly_data_missing,event_log_present,event_log_gap,low_operating_ratio_outlier,high_downtime_outlier,high_event_count_outlier,outlier_flag_count,operating_loss,complete_for_ranking,operating_loss_pct,downtime_pct,event_count_pct,screening_score,screening_rank
2022-09-28,552,2468,2,3|5,2.0833333333333317,1.3749180555555514,0.7084152777777801,3.0,0.6599606666666652,27.0,1.0003166666666667,128.5058,171.01071666666664,False,True,False,False,False,False,0,0.3400393333333348,True,0.16666666666666666,0.2222222222222222,0.6944444444444444,36.11111111111111,40.0
2022-10-07,1282,3846,1,3,3.666666666666664,1.6292077777777576,2.0374588888889056,5.0,0.4443293939393888,61.0,1.2505,13.000583333333331,122.24753333333334,False,True,False,False,False,False,0,0.5556706060606111,True,0.6296296296296297,0.48148148148148145,0.9444444444444444,68.5185185185185,15.0
2022-10-10,672,2594,2,3|5,1.916666666666665,0.8297013888888763,1.0869652777777885,3.0,0.4328876811594141,30.0,1.252216666666667,14.2509,65.21791666666667,False,True,False,False,False,False,0,0.5671123188405859,True,0.6851851851851852,0.3148148148148148,0.7407407407407407,58.0246913580247,23.0
2022-10-11,348,1740,1,5,1.4999999999999987,0.6505963888888963,0.8494036111111025,2.0,0.4337309259259312,23.0,2.2499,3.0084,50.964216666666665,False,True,False,False,False,False,0,0.5662690740740688,True,0.6666666666666666,0.24074074074074073,0.6296296296296297,51.23456790123456,29.0
2022-10-13,1007,3021,1,3,3.166666666666664,1.8791341666666643,1.2875324999999995,5.0,0.593410789473684,49.0,1.2455833333333333,3.500316666666667,77.25195,False,True,False,False,False,False,0,0.406589210526316,True,0.24074074074074073,0.4074074074074074,0.8425925925925926,49.691358024691354,30.0
2022-10-20,301,903,1,3,0.9999999999999992,0.7666569444444449,0.2333430555555542,1.0,0.7666569444444454,2.0,7.000291666666667,13.00025,14.000583333333333,False,True,False,False,False,False,0,0.23334305555555457,True,0.037037037037037035,0.018518518518518517,0.018518518518518517,2.4691358024691357,54.0
2022-10-24,1250,3902,2,3|5,4.516666666666663,1.9374111111111025,2.57925555555556,5.0,0.42894710947109316,50.0,1.2501083333333334,53.2523,154.75533333333334,False,True,False,False,False,False,0,0.5710528905289068,True,0.7037037037037037,0.5925925925925926,0.8796296296296297,72.53086419753086,12.0
2022-10-25,1973,5919,1,3,5.70683444444444,3.2460330555555563,2.4608013888888833,7.0,0.5687974808373046,6.0,1.3752333333333335,107.4047,120.90688333333334,False,True,False,False,False,False,0,0.43120251916269536,True,0.3148148148148148,0.5555555555555556,0.06481481481481481,31.17283950617284,45.0
2022-10-26,428,1284,1,3,1.2666666666666657,0.7043302777777785,0.562336388888887,2.0,0.5560502192982466,27.0,1.2499,2.0,33.740183333333334,False,True,False,False,False,False,0,0.4439497807017534,True,0.37037037037037035,0.12962962962962962,0.6944444444444444,39.81481481481482,35.0
2022-10-28,458,1374,1,3,1.8466666666666653,0.7218502777777733,1.1248163888888918,2.0,0.39089365222623135,,,,,False,False,True,False,False,False,0,0.6091063477737686,False,,,,,
2022-10-31,1739,5217,1,3,7.344166666666661,3.552643888888885,3.7915227777777756,8.0,0.4837368281705055,11.0,1.7500166666666668,95.0054,227.49136666666666,False,True,False,False,False,False,0,0.5162631718294945,True,0.5,0.8518518518518519,0.19444444444444445,51.54320987654321,28.0
2022-11-03,998,2994,1,3,5.62694444444444,1.635937222222224,3.9910072222222155,6.0,0.29073278372908185,67.0,1.2518333333333334,99.61751666666667,239.46043333333336,False,True,False,False,False,False,0,0.7092672162709182,True,0.9074074074074074,0.8888888888888888,0.9814814814814815,92.5925925925926,1.0
2022-11-08,1388,4164,1,3,6.158611111111107,3.254961666666666,2.9036494444444396,7.0,0.5285220332867262,14.0,1.2508166666666667,99.74961666666668,202.0146666666667,False,True,False,False,False,False,0,0.4714779667132738,True,0.4444444444444444,0.6481481481481481,0.3055555555555556,46.60493827160494,32.0
2022-11-11,574,2870,1,5,3.080555555555553,1.412110555555553,1.6684449999999995,4.0,0.4583947700631195,14.0,1.5001833333333334,55.08043333333333,100.1067,False,True,False,False,False,False,0,0.5416052299368805,True,0.5370370370370371,0.42592592592592593,0.3055555555555556,42.283950617283956,34.0
2022-11-14,330,990,1,3,0.9666666666666658,0.554141388888888,0.4125252777777777,2.0,0.5732497126436777,6.0,3.7505416666666664,8.000499999999999,21.501116666666668,False,True,False,False,False,False,0,0.42675028735632226,True,0.2777777777777778,0.07407407407407407,0.06481481481481481,13.88888888888889,49.0
2022-11-15,1322,3966,1,3,4.9999999999999964,2.4999322222222213,2.5000677777777742,5.0,0.4999864444444446,13.0,1.49625,130.75448333333333,162.24641666666665,False,True,False,False,False,False,0,0.5000135555555554,True,0.48148148148148145,0.5740740740740741,0.25925925925925924,43.82716049382716,33.0
2022-11-21,606,3030,1,5,4.416944444444441,1.2793238888888816,3.137620555555559,5.0,0.2896400226400841,20.0,1.8751583333333333,142.50653333333332,188.25723333333332,False,True,False,False,False,False,0,0.7103599773599159,True,0.9259259259259259,0.7407407407407407,0.5925925925925926,75.30864197530863,7.0
2022-11-23,944,2832,1,3,2.299999999999998,1.7374036111111146,0.5625963888888833,3.0,0.7553928743961374,15.0,1.5,7.50035,33.75578333333333,False,True,False,False,False,False,0,0.24460712560386255,True,0.05555555555555555,0.14814814814814814,0.37037037037037035,19.1358024691358,48.0
2022-11-28,1596,4788,1,3,6.698626666666661,2.1567408333333287,4.541885833333333,7.0,0.32196761226679255,46.0,1.5001666666666666,176.25841666666665,289.4998,False,True,False,False,False,False,0,0.6780323877332075,True,0.8703703703703703,0.9259259259259259,0.8148148148148148,87.03703703703704,3.0
2022-12-02,509,2545,1,5,3.062777777777775,1.1835322222222078,1.8792455555555672,4.0,0.38642445129693015,19.0,2.250083333333333,57.2532,112.75473333333333,False,True,False,False,False,False,0,0.6135755487030699,True,0.7962962962962963,0.46296296296296297,0.5555555555555556,60.49382716049383,20.0
2022-12-05,558,2790,1,5,3.999999999999997,1.795791388888884,2.2042086111111123,4.0,0.4489478472222213,14.0,2.500083333333333,96.75456666666668,132.25756666666666,False,True,False,False,False,False,0,0.5510521527777787,True,0.6111111111111112,0.5370370370370371,0.3055555555555556,48.4567901234568,31.0
2022-12-06,1050,3150,1,3,8.309941944444438,1.449984444444439,6.859957499999999,10.0,0.17448791509473993,10.0,2.6253083333333334,349.8316833333334,411.5946333333334,False,True,False,False,True,False,1,0.8255120849052601,True,0.9814814814814815,0.9814814814814815,0.16666666666666666,70.98765432098766,13.0
2022-12-08,1856,5568,1,3,6.999999999999995,3.171051666666666,3.828948333333328,7.0,0.45300738095238124,14.0,3.7503833333333327,89.50421666666666,229.7369,False,True,False,False,False,False,0,0.5469926190476188,True,0.5925925925925926,0.8703703703703703,0.3055555555555556,58.95061728395061,22.0
2022-12-13,1394,6970,1,5,9.893611111111102,2.8945433333333384,6.999067777777764,10.0,0.2925669202908731,36.0,2.124925,106.75471666666668,418.20633333333336,False,True,False,False,True,False,1,0.7074330797091268,True,0.8888888888888888,1.0,0.7777777777777778,88.88888888888889,2.0
2022-12-16,225,675,1,3,0.9916666666666658,0.40834333333332573,0.5833233333333399,2.0,0.41177478991595906,8.0,2.873591666666667,14.0006,34.9994,False,True,False,False,False,False,0,0.5882252100840409,True,0.7407407407407407,0.16666666666666666,0.10185185185185185,33.64197530864197,44.0
2022-12-19,543,2715,1,5,5.74194444444444,0.8833686111111156,4.858575833333324,6.0,0.15384485511102602,25.0,2.2501166666666665,167.75808333333333,291.51455,False,True,False,False,False,False,0,0.8461551448889739,True,1.0,0.9629629629629629,0.6481481481481481,87.03703703703702,4.0
2022-12-20,1941,5823,1,3,6.03944444444444,3.132484444444455,2.9069599999999842,7.0,0.518670959433357,26.0,1.8748416666666665,106.75511666666668,174.4176,False,True,False,False,False,False,0,0.48132904056664305,True,0.46296296296296297,0.6851851851851852,0.6666666666666666,60.49382716049383,20.0
2022-12-21,2148,10740,1,5,7.999999999999994,3.6400199999999963,4.359979999999997,8.0,0.45500249999999987,35.0,1.9972166666666664,158.60276666666667,261.10156666666666,False,True,False,False,False,False,0,0.5449975000000001,True,0.5740740740740741,0.9074074074074074,0.7592592592592593,74.69135802469134,8.0
2022-12-22,1337,4011,1,3,5.999999999999996,2.5581783333333297,3.441821666666665,6.0,0.42636305555555526,11.0,2.25005,170.50765,206.4997666666667,False,True,False,False,False,False,0,0.5736369444444447,True,0.7222222222222222,0.7962962962962963,0.19444444444444445,57.098765432098766,24.0
2022-12-23,1058,5290,1,5,3.7680555555555526,2.56386111111111,1.2041944444444426,4.0,0.6804201990416515,19.0,3.250316666666667,9.500433333333332,72.25166666666667,False,True,False,False,False,False,0,0.3195798009583485,True,0.12962962962962962,0.35185185185185186,0.5555555555555556,34.567901234567906,42.0
2022-12-26,342,1026,1,3,0.9124999999999992,0.5208261111111127,0.3916738888888865,2.0,0.5707683409436856,3.0,6.5004333333333335,12.2506,23.500433333333334,False,True,False,False,False,False,0,0.42923165905631444,True,0.2962962962962963,0.05555555555555555,0.037037037037037035,12.962962962962962,50.0
2022-12-27,1203,3609,1,3,6.523333333333328,1.808405277777774,4.7149280555555535,8.0,0.27722104411514187,12.0,4.71005,162.75798333333333,282.89568333333335,False,True,False,False,False,False,0,0.7227789558848581,True,0.9444444444444444,0.9444444444444444,0.23148148148148148,70.679012345679,14.0
2022-12-28,813,2439,1,3,4.333611111111107,1.4249305555555516,2.9086805555555557,5.0,0.32880905070187744,18.0,3.0001249999999997,103.75515,174.51431666666664,False,True,False,False,False,False,0,0.6711909492981225,True,0.8518518518518519,0.7037037037037037,0.5,68.5185185185185,15.0
2022-12-30,1074,5370,1,5,5.590833333333329,2.43964527777777,3.1511880555555583,6.0,0.4363652307845173,16.0,4.000616666666667,118.2175,188.47211666666666,False,True,False,False,False,False,0,0.5636347692154827,True,0.6481481481481481,0.7592592592592593,0.4166666666666667,60.802469135802475,19.0
2023-01-02,312,1560,1,5,0.908888888888888,0.4838702777777777,0.4250186111111104,1.0,0.5323756112469442,9.0,3.000233333333333,5.000299999999999,25.501116666666665,False,True,False,False,False,False,0,0.4676243887530558,True,0.4074074074074074,0.09259259259259259,0.1388888888888889,21.296296296296294,47.0
2023-01-11,1344,4032,1,3,2.2916666666666647,1.8208780555555544,0.47078861111111037,3.0,0.7945649696969699,12.0,1.6253583333333332,6.250233333333333,28.247316666666666,False,True,False,False,False,False,0,0.20543503030303012,True,0.018518518518518517,0.1111111111111111,0.23148148148148148,12.037037037037036,52.0
2023-01-13,843,2529,1,3,2.2583333333333315,1.3368269444444485,0.921506388888883,3.0,0.5919528905289075,18.0,2.2499583333333337,10.751233333333332,55.29038333333333,False,True,False,False,False,False,0,0.40804710947109246,True,0.25925925925925924,0.2777777777777778,0.5,34.5679012345679,43.0
2023-01-16,1904,5712,1,3,5.999999999999996,2.379016111111119,3.620983888888876,6.0,0.3965026851851868,21.0,2.2503,122.50585,219.26049999999998,False,True,False,False,False,False,0,0.6034973148148133,True,0.7592592592592593,0.8148148148148148,0.6111111111111112,72.8395061728395,11.0
2023-01-19,1123,3369,1,3,2.1044444444444426,1.4877266666666646,0.616717777777778,3.0,0.7069450897571274,8.0,2.7497083333333334,10.750516666666666,37.00306666666666,False,True,False,False,False,False,0,0.29305491024287256,True,0.09259259259259259,0.18518518518518517,0.10185185185185185,12.654320987654321,51.0
2023-01-20,1311,3933,1,3,2.9152777777777756,1.6524847222222219,1.2627930555555535,3.0,0.566836112434493,15.0,3.2501166666666665,39.7555,75.75641666666667,False,True,False,False,False,False,0,0.43316388756550706,True,0.3333333333333333,0.3888888888888889,0.37037037037037035,36.41975308641975,39.0
2023-01-24,658,1974,1,3,0.9624999999999992,0.6167158333333287,0.34578416666667044,2.0,0.6407437229437186,9.0,1.749866666666667,5.000216666666666,20.747049999999998,False,True,False,False,False,False,0,0.3592562770562814,True,0.18518518518518517,0.037037037037037035,0.1388888888888889,12.037037037037036,52.0
2023-01-27,1692,5076,1,3,5.322499999999995,2.458772222222222,2.8637277777777737,6.0,0.46195814414696557,16.0,2.9999416666666665,95.88545,171.82366666666667,False,True,False,False,False,False,0,0.5380418558530344,True,0.5185185185185185,0.6296296296296297,0.4166666666666667,52.160493827160494,27.0
2023-01-31,855,4275,1,5,3.1961111111111085,1.983610000000007,1.212501111111101,4.0,0.6206323657222346,19.0,2.00025,17.751666666666665,72.75006666666667,False,True,False,False,False,False,0,0.37936763427776543,True,0.2222222222222222,0.37037037037037035,0.5555555555555556,38.2716049382716,37.0
2023-02-07,611,3055,1,5,2.6583913888888886,1.499912222222224,1.158479166666664,4.0,0.5642179810284192,18.0,2.50095,14.003233333333332,69.50874999999999,False,True,False,False,False,False,0,0.43578201897158075,True,0.35185185185185186,0.3333333333333333,0.5,39.50617283950617,36.0
2023-02-10,1289,3867,1,3,5.337222222222218,2.432995277777769,2.904226944444449,6.0,0.45585422088060656,17.0,3.0002166666666668,104.00481666666666,174.25361666666666,False,True,False,False,False,False,0,0.5441457791193934,True,0.5555555555555556,0.6666666666666666,0.4537037037037037,55.8641975308642,25.0
