date,product_mix_l,operating_ratio,downtime_h,event_count,screening_rank,screening_score,outlier_flag_count
2022-12-13,5,0.2925669202908731,6.999067777777764,36.0,2.0,88.88888888888889,1
2022-07-22,3,0.5291264682539693,3.296114722222212,70.0,9.0,73.4567901234568,1
2022-12-06,3,0.1744879150947399,6.859957499999999,10.0,13.0,70.98765432098766,1
